title,date,name,topic,thumbnail,notes,collectionsURL,objectType
Providence postmarked folded letter,"{""Date"": ""May 3, 1775""}",,"{""Topic"": ""Colonial Era (1607-1776)\nCovers & Letters""}","https://ids.si.edu/ids/iiif/NPM-2005_2027_3_e/full/250,/0/default.jpg","{""Description"": ""This is a folded letter sent from Henry Lloyd in Boston to Mr. DeLancey and Mr. Watts in New York. Lloyd dated the correspondence May 3, 1775 and it was postmarked on May 5 in Providence, Rhode Island.\nTranscription:\n[Cover exterior]\nTo -- 3.8 \u2013 10d\nMess.rs DeLancey & Watts\nMerch.ts\nNew York.\nHenry Lloyd\nLetter Boston\nMay 3 1775\n[Letter interior]\nBoston May 3d 1775\nGentlemen\nYour fav.r of 24th Ult.o came safe to hand\nYesterday. Per Post & the Seal not broke, tho\u2019 most of the Letters both\npublick & private were open\u2019d before they got here & some of them\nstop\u2019d, this Letter goes by a private Conveyance to Providence to\nbe put into the Post Office there & hope it will reach you safe.\nThe Countess of Darlington arriv\u2019d here last Monday, by\nher I recd. Copy of yr. above Letter with another of 26th & am\nsorry to find I am not to expect any Supplys at present from\nyou, I have been very lucky in the purchase of flour here, having\nprocur\u2019d near 2,000 barrells at 14/.15/. & 16/. & expect a Vessell\nwith about 9800 Bushells of Wheat & 850 barrls. flour, that\nwas bound from Maryland to Europe & has put into the Vineyard\nhaving sprung a Leak, will fall into my hands, the Admiral\nhaving dispatch\u2019d a Cutter to bring her in here, but it is probable\nthe Navy Contractor may expect his Moiety of her Cargo.\nFresh provisions of all kinds are stop\u2019d coming in here, & I\ndon\u2019t know how I shall be able to procure the Pork & Rice, Flour,\n& Pease I suppose may be had from Canada, some Butter I have\nprocur\u2019d here. I am Yr mo humb Serv\nHenry Lloyd\nMessrs. DeLancey & Watts.\nP.S. I intend writing the Contractors for the Pork & Butter.""}",https://collections.si.edu/search/detail/edanmdm:npm_2005.2027.3,"{""Type"": ""Covers & Associated Letters""}"
20c single letter rate for 250-350 miles plus 4c ship fee stampless cover,"{""Date"": ""May 27, 1797""}",,"{""Topic"": ""National Stamp Collection\nCovers & Letters""}","https://ids.si.edu/ids/iiif/NPM-2004_2004_41_i/full/250,/0/default.jpg","{""Description"": ""Folded letter dated May 27, 1797, from Rotterdam, Netherlands, to Philadelphia, carried by sailing ship \u201cHarmony,\u201d Captain Dingly, from Rotterdam to Boston. Letter entered US mail system at Boston on August 5, 1797. Here it was marked with a straightline handstamp \""BOSTON\"" in the lower left corner and a small circular datestamp in the upper left corner with the numeral and letters \u201c5 AV\u201d for August 5. This style datestamp was fashioned after a similar one used in England known as \u201cBishop Mark,\u201d which had a horizontal line dividing the day and month. The American version, sometimes called a \u201cFranklin Mark,\u201d had no dividing line. At Boston the letter was marked in the upper right corner for 24 cents postage due in Philadelphia, 4 cents incoming ship fee, plus 20 cents inland fee from Boston to Philadelphia (250-350 miles).""}",https://collections.si.edu/search/detail/edanmdm:npm_2004.2004.41,"{""Type"": ""Covers & Associated Letters""}"
Letter regarding continuation of postal route in case of war,"{""Date"": ""January 28, 1808""}",,"{""Topic"": ""American Expansion (1800-1860)""}","https://ids.si.edu/ids/iiif/NPM-1990_0603_1_d/full/250,/0/default.jpg","{""Description"": ""This is a three-page folio ALS to the General Post Office in Washington, D.C. regarding the continuation of the postal route in case of war at a future period. Written from Coopers Ferry, Gloucester County, New Jersey, on 28 January 1808, this is \""a copy of a letter sent to General Post Office, Washington City.\"" Signed \""R. M. C.,\"" likely Robert M. Cooper who replaced Postmaster Charles Cooper (1806-1810) at Cooper's Ferry in 1810. The Post Office name at Cooper's Ferry changed to Camden, NJ, on June 22, 1829.\n\""Respected Friend\nI received thine of the 14 Inst and note the [?]\nAs there has been some change in the post office in one of the Eggharbor Townships, [?] dropping the post office at Baegain[?] Town and establishing one at Abssom, at the latter place there has yet been but little business done. The mail carrier informs me that there is scarcely a letter mailed there or one left for delivery but little as it is, it was the duty of the P.M. to have forwarded his accounts, etc. Joseph Sharp Esq. is the post master at that office but the business is done by a Deputy.\nWilliam Erwin is the post master at Weymouth Post Office which is on the route, a person fully competent for the office and I apprehend has forwarded his accounts before this will reach Washington.\nJohn Donalds of Longacoming I heard was appointed P.Master at that place some time since, but I have understood he declines accepting the appointment and the letter directed for Look-a-coming[?] are taken out of the mail at the post office at Haddorfield; of course it is considered that there is no post office at Lonacoming[?].\nI cannot account for the reason that Joseph Reynolds P.M. at Haddorfield[?] has not forwarded his account for I believe he is at home and in health.\nThere is I apprehend some misconception in regard to the information obtained respecting there being no return receive[?] at Washington from the Post Office at Coopers Ferry [begin page 2] at the date of my letter. The accounts current and account of mails received at and sent from that office were forwarded by mail the 5th Inst for the quarter ending 31st ultimo and at the same time a request was made for a supply of Blank Way Bill and other Blank, which have in consequence been received from Washington at the Post Office at Coopers Ferry some days before the receipt of thy favour, so that there can be no doubt of the receipt of the account, etc. from this place at Washington some time before the 14th Inst. the date of thy letter and there is receipts now in the office for every quarter preceding the last, since the establishment of the office at this place. In respect to information with regard to the route of the mail from this place to the Egghorbour Townships I apprehend it will not shortly be a profitable one for the United States, as the daily and almost hourly private conveyances which offer from Philadelphia to those townships and which affords so many opportunities to convey letters without charge, and the scattered situation of the inhabitants, all combine to make private conveyance of letters more common than by mail.\nThe Stage Driver who is the mail carrier, although he has the hundred dollar more for carrying the mail, to those townships than is paid for carrying the Tuckulos[?] mail, which is about the same distance from this place, informed me he finds it but a poor business on account of the frequent intercourse by private waggons, which carry packages at a fare very much under his price [begin page 3] which deprives him very considerably of one of the [?] of making it worth his while to continue the business after the expiration of his contract. I think this will continue to be the case while the inhabitants of that quarter follow their present pursuits of taking fish, [?], etc. for the Philadelphia market which continually keeps their wagon passing and repassing on the same route as the mail. Nevertheless as there is a port of entry at Townes[?] Point in Egghorbour Township, it will perhaps be to the interest of the United States to continue the route, more especially in case of a rupture with any naval power what ever, as it is in the recollection of many persons, that during the last war, Eggharbour was the way by which considerable quantities of merchandize were brought to Philadelphia by land, which no doubt will be the case again if a war should take place at a future period.\nI am respectfully\nThy Friend\nR. M. C[?]\nP. S. Since closing the above I have seen J. Donalds from Longacoming who informed me that if no other person was appointed PM at that place before next spring he would then accept of the appointment but could not at this time take it on acount of his frequent absence from home.\nR M Ce""}",https://collections.si.edu/search/detail/edanmdm:npm_1990.0603.1,"{""Type"": ""Covers & Associated Letters""}"
The Baltimore Daily Intelligencer newspaper,"{""Date"": ""June 5, 1794""}",,"{""Topic"": ""Early Nation's Period (1776-1800)""}","https://ids.si.edu/ids/iiif/NPM-1989_0718_3_d/full/250,/0/default.jpg","{""Description"": ""Four-page newspaper, The Baltimore Daily Intelligencer, vol. I no. 189, Thursday, 5 June 1794. See page 2 for article \""An act to establish the post-office and post-roads within the United States\"" [concluded from no. 185].""}",https://collections.si.edu/search/detail/edanmdm:npm_1989.0718.3,"{""Type"": ""Archival Material""}"
The Baltimore Daily Intelligencer newspaper,"{""Date"": ""May 31, 1794""}",,"{""Topic"": ""Early Nation's Period (1776-1800)""}","https://ids.si.edu/ids/iiif/NPM-1989_0718_2_d/full/250,/0/default.jpg","{""Description"": ""Four-page newspaper, The Baltimore Daily Intelligencer, vol. I no. 185, Saturday, 31 May 1794. See page 2 for article \""An act to establish the post-office and post-roads within the United States\"" [concluded from no. 183].""}",https://collections.si.edu/search/detail/edanmdm:npm_1989.0718.2,"{""Type"": ""Archival Material""}"
The Baltimore Daily Intelligencer newspaper,"{""Date"": ""May 29, 1794""}",,"{""Topic"": ""Early Nation's Period (1776-1800)""}","https://ids.si.edu/ids/iiif/NPM-1989_0718_1_d/full/250,/0/default.jpg","{""Description"": ""The four-page issue of the Baltimore Daily Intelligencer, Vol. I, No. 183, Thursday, 29 May 1794, has on the second page an article reprintng the recent postal act: \""An act to establish the post-office and post-roads within the United States.\"" Two subsequent issues continue the text of the Post Office Act of 1794.""}",https://collections.si.edu/search/detail/edanmdm:npm_1989.0718.1,"{""Type"": ""Covers & Associated Letters""}"
Wrapper from New Orleans via Fort Stoddert to Jonathan Meredith,"{""Date"": ""1810""}",,,"https://ids.si.edu/ids/iiif/NPM-1987_0096_92_b/full/250,/0/default.jpg","{""Description"": ""Wrapper from New Orleans via Fort Stoddert to Jonathan Meredith""}",https://collections.si.edu/search/detail/edanmdm:npm_1987.0096.92,"{""Type"": ""Archival Material""}"
Wrapper from New Orleans via Fort Adams to Jonathan Meredith,"{""Date"": ""1810""}",,,"https://ids.si.edu/ids/iiif/NPM-1987_0096_86_b/full/250,/0/default.jpg","{""Description"": ""Wrapper from New Orleans via Fort Adams to Jonathan Meredith""}",https://collections.si.edu/search/detail/edanmdm:npm_1987.0096.86,"{""Type"": ""Archival Material""}"
Constitutional Post endorsed folded letter,"{""Date"": ""June 13, 1775""}","{""Writer"": ""Joseph Warren""}","{""Topic"": ""Colonial Era (1607-1776)\nNational Stamp Collection\nCovers & Letters""}","https://ids.si.edu/ids/iiif/NPM-1985_0970_1_c/full/250,/0/default.jpg","{""Description"": ""This is a letter dated June 13, 1775 from Watertown, Massachusetts, written by Joseph Warren, President of the Provincial Congress of Massachsetts, to the Lieutenant Governor and Company of Rhode Island. The letter bears the only known marking from the Constitutional Post.""}",https://collections.si.edu/search/detail/edanmdm:npm_1985.0970.1,"{""Type"": ""Covers & Associated Letters""}"
Post Office Act of 1792 publication,"{""Date"": ""1792""}",,"{""Topic"": ""Early Nation's Period (1776-1800)\nPostal Administration""}","https://ids.si.edu/ids/iiif/NPM-1984_1127_8_bowtie1/full/250,/0/default.jpg","{""Description"": ""The 18-page volume appears to have been rebound; no date is given for the binding, but \""Bound by Zaehnsdorf, London, England\"" appears in gilt on the inside the red, Moroccan leather, front cover and the title, \""United States Post-Office 1792\"" runs down the spine. Portions of the handwritten marginalia were trimmed away to make a new clean edge for this volume that contains various postal documents from 1792, including: \""An Act of Establish the Post Office and Post Roads within the United States,\"" \""Instructions to the Deputy Postmasters,\"" a rate chart commencing June 1792, and a quarterly report from the New Haven, Connecticut, post office for April 1 to July 1, 1792. The image here shows the \""Instructions to the Deputy Postmasters on the right and the last page of the Post Office Act of 1792 on the left.\nThe Post Office Act of 1792 was the most important single piece of postal legislation enacted in the early republic. On three occasions between 1789 and 1792, Congress passed temporary measures to maintain the postal system. During that time, Congress debated the regulation of the system established by Article 1, section 8 of the federal Constitution, which states: \""The Congress shall have the Power . . . To Establish Post Offices and post Roads.\""\nAmong the issues that Congress debated were rate structure, privacy, and procedures for the establishment of new postal routes. The Post Office Act of 1792 codified the presumption that Congress would retain primary control over postal policy--a presumption that remained a cornerstone of that policy until the service was restructured under the Postal Reorganization Act of 1970. In particular, the Post Office Act of 1792 admitted newspapers into the mail at extremely low rates, facilitating the spread of information essential to the creation of an informed citizenry. The Act also forbade the opening of letters as a tool of surveillance. In addition, it established the principle that new post routes would be designated by Congress--rather than the executive - forestalling the possibility that narrow financial considerations might constrain the network's expansion.\nReference:\nFuller, Wayne. The American Mail: Enlarger of the Common Life. Chicago: University of Chicago Press, 1972.\nJohn, Richard. Spreading the News: The American Postal System from Franklin to Morse. Cambridge, MA: Harvard University Press, 1995.""}",https://collections.si.edu/search/detail/edanmdm:npm_1984.1127.8,"{""Type"": ""Archival Material""}"
